,0,1,2,3,4,5,6,7,8,9
0,1.0,0.15151515151515152,0.22580645161290322,0.08571428571428572,0.26666666666666666,0.22580645161290322,0.08571428571428572,0.11764705882352941,0.52,0.15151515151515152
1,0.15151515151515152,1.0,0.02702702702702703,0.6521739130434783,0.0,0.0,0.7272727272727273,0.4074074074074074,0.05555555555555555,0.0
2,0.22580645161290322,0.02702702702702703,1.0,0.0,0.11764705882352941,0.7272727272727273,0.0,0.02702702702702703,0.22580645161290322,0.4074074074074074
3,0.08571428571428572,0.6521739130434783,0.0,1.0,0.02702702702702703,0.02702702702702703,0.9,0.5833333333333334,0.02702702702702703,0.08571428571428572
4,0.26666666666666666,0.0,0.11764705882352941,0.02702702702702703,1.0,0.1875,0.0,0.15151515151515152,0.3103448275862069,0.22580645161290322
5,0.22580645161290322,0.0,0.7272727272727273,0.02702702702702703,0.1875,1.0,0.02702702702702703,0.05555555555555555,0.26666666666666666,0.46153846153846156
6,0.08571428571428572,0.7272727272727273,0.0,0.9,0.0,0.02702702702702703,1.0,0.52,0.02702702702702703,0.05555555555555555
7,0.11764705882352941,0.4074074074074074,0.02702702702702703,0.5833333333333334,0.15151515151515152,0.05555555555555555,0.52,1.0,0.02702702702702703,0.11764705882352941
8,0.52,0.05555555555555555,0.22580645161290322,0.02702702702702703,0.3103448275862069,0.26666666666666666,0.02702702702702703,0.02702702702702703,1.0,0.1875
9,0.15151515151515152,0.0,0.4074074074074074,0.08571428571428572,0.22580645161290322,0.46153846153846156,0.05555555555555555,0.11764705882352941,0.1875,1.0
