,0,1,2,3,4,5,6,7,8,9
0,1.0,0.07142857142857142,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385,0.0,0.034482758620689655,0.36363636363636365,0.034482758620689655
1,0.07142857142857142,1.0,0.0,0.5,0.0,0.0,0.42857142857142855,0.30434782608695654,0.07142857142857142,0.0
2,0.15384615384615385,0.0,1.0,0.0,0.07142857142857142,0.42857142857142855,0.0,0.034482758620689655,0.1111111111111111,0.2
3,0.0,0.5,0.0,1.0,0.0,0.034482758620689655,0.875,0.36363636363636365,0.034482758620689655,0.034482758620689655
4,0.15384615384615385,0.0,0.07142857142857142,0.0,1.0,0.1111111111111111,0.0,0.2,0.2,0.1111111111111111
5,0.15384615384615385,0.0,0.42857142857142855,0.034482758620689655,0.1111111111111111,1.0,0.034482758620689655,0.07142857142857142,0.25,0.30434782608695654
6,0.0,0.42857142857142855,0.0,0.875,0.0,0.034482758620689655,1.0,0.30434782608695654,0.0,0.07142857142857142
7,0.034482758620689655,0.30434782608695654,0.034482758620689655,0.36363636363636365,0.2,0.07142857142857142,0.30434782608695654,1.0,0.034482758620689655,0.07142857142857142
8,0.36363636363636365,0.07142857142857142,0.1111111111111111,0.034482758620689655,0.2,0.25,0.0,0.034482758620689655,1.0,0.1111111111111111
9,0.034482758620689655,0.0,0.2,0.034482758620689655,0.1111111111111111,0.30434782608695654,0.07142857142857142,0.07142857142857142,0.1111111111111111,1.0
